Purchase Order No,Supplier Name,Order Date,Delivery Date,Item Name,Item Description,Quantity Ordered,Quantity Delivered,Unit Price,Total Cost,Delivery Status,Defect Rate,Category Barang,Approval Time (Hari),Procurment Lead Time (Hari)
0025/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,02-04-2024,29-04-2024,BANNER,"Bahan flexi, materi Avenue, ukuran 269 x 90 cm","2,00","2,00","54.473,00","108.946,00",Finish,0%,MEDIA INFORMASI,1,27
0025/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,02-04-2024,29-04-2024,BANNER,"Bahan flexi, materi Viola, ukuran 269 x 90 cm","3,00","3,00","54.473,00","163.419,00",Finish,0%,MEDIA INFORMASI,1,27
0025/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,14-05-2024,31-05-2024,BANNER,"Bahan flexi, ukuran 4x5 m, materi RC Permai 5 blvd","1,00","1,00","450.000,00","450.000,00",Finish,0%,MEDIA INFORMASI,1,17
0025/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,14-05-2024,31-05-2024,BANNER,"Bahan flexi, ukuran 4x5 m, materi RC Permai 6","1,00","1,00","450.000,00","450.000,00",Finish,0%,MEDIA INFORMASI,1,17
0025/PO/CD/VIII/2023/CIC/AIMP,Alvin Azizi - Tangerang,11-08-2023,09-10-2023,SPANDUK,"Bahan: poliester, materi: rumah 500juta, Uk: 1,15x8 meter","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,2,59
0025/PO/CD/XI/2023/CIC/MKESE,Emha Busana - Jakarta,29-11-2023,12-12-2023,SERAGAM KARYAWAN,"Warna biru, bahan american drill, kode bahan 397, stel atas bawah","2,00","2,00","275.000,00","550.000,00",Finish,0%,FASHION,2,13
0026/PO/CD/I/2023/CIC/CI,Ace Hardware - Cibubur,20-01-2023,29-01-2023,SEPEDA LIPAT,"Dahon speed D8 20 inci. Roda : 20 inci, Drivetrain : SRAM X5 Medium Cage, Wheels : 20"" Lightweight Aluminum Double Wall w/ CNC and Schwalbe ROAD CRUISER 20"" x 1.75""","2,00","2,00","6.959.000,00","13.918.000,00",Finish,0%,OLAH RAGA - MUSIK - PERMAINAN,1,9
0026/PO/CD/II/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,24-02-2024,12-03-2024,PITA / TINTA/ TONER PRINTER,Toner TN - 2356,"20,00","20,00","185.000,00","3.700.000,00",Finish,0%,KOMPUTER,4,17
0026/PO/CD/II/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,24-02-2024,12-03-2024,PITA / TINTA/ TONER PRINTER,"Compatible, 107A, Warna: Hitam","20,00","20,00","240.000,00","4.800.000,00",Finish,0%,KOMPUTER,3,17
0026/PO/CD/III/2023/CIC/CIE,CV. Andora Ropitama - Jakarta,21-03-2023,05-04-2023,CHIP LED,"30 watt, warna putih","50,00","50,00","50.000,00","2.500.000,00",Finish,0%,LISTRIK,1,15
0026/PO/CD/III/2023/CIC/CIE,CV. Andora Ropitama - Jakarta,21-03-2023,05-04-2023,DRIVER LAMPU LED,30 Watt,"50,00","50,00","55.000,00","2.750.000,00",Finish,0%,LISTRIK,1,15
0026/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,02-04-2024,29-04-2024,BILLBOARD,"Bahan flexi, lokasi taman cileungsi, materi rumah siap huni,  uk 5 x 10 meter","1,00","1,00","1.625.000,00","1.625.000,00",Finish,0%,MEDIA INFORMASI,1,27
0026/PO/CD/V/2023/CIC/MKES,CV. Harapan Mandiri -Bogor,09-05-2023,22-05-2023,TEMPAT SAMPAH,"Kapasitas 60 liter, warna hijau, tiang tanam","7,00","7,00","340.000,00","2.380.000,00",Finish,0%,KEBERSIHAN,1,13
0026/PO/CD/V/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,28-05-2024,31-05-2024,AC SPLIT WALL,AC 1/2 PK 1 UNIT,"1,00","1,00","2.350.000,00","2.350.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,3
0026/PO/CD/VIII/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,15-08-2023,13-09-2023,AC SPLIT WALL,"AC 1 PK, Tipe M5FC - 09CRN1","1,00","1,00","2.650.000,00","2.650.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,6,29
0026/PO/CD/XI/2023/CIC/MKESE,Emha Busana - Jakarta,29-11-2023,12-12-2023,SERAGAM KARYAWAN,"Warna abu2, bahan american drill, kode bahan 214, stel atas bawah","2,00","2,00","275.000,00","550.000,00",Finish,0%,FASHION,2,13
0027/PO/CD/I/2023/CIC/CI,PT. PLATBOARD LUTSINDO - Bekasi,31-01-2023,13-05-2023,SPANDUK,"Uk. 1,15x8meter, Materi: Imlek","5,00","5,00","207.000,00","1.035.000,00",Finish,0%,MEDIA INFORMASI,5,102
0027/PO/CD/II/2024/CIC/CIE,CREATIVE SOLUTION - JAKARTA,24-02-2024,27-03-2024,KERTAS THERMAL,Uk. 80x80,"100,00","100,00","13.300,00","1.330.000,00",Finish,0%,ALAT TULIS KANTOR,3,32
0027/PO/CD/III/2023/CIC/CIE,SUPARJO - BOGOR,24-03-2023,06-05-2023,INTERFACE TRIPOD GATE,"Broadcom BCM2711, 64 bit Soc@1,5 GHz, Open GL ES 3.0 Graphics, Gigabit Ethernet, 4 USB Port, Kabel  Mikro HDMI, Converter Micro HDMI","1,00","1,00","7.200.000,00","7.200.000,00",Finish,0%,KOMPUTER,3,43
0027/PO/CD/XII/2023/CIC/MKESE,GUNANDI PRINTPERCETAKAN - BOGOR,01-12-2023,09-01-2024,ID CARD / NAME TAG,"Cassing Transparan, Tali Sablon CitraIndah City","2,00","2,00","30.000,00","60.000,00",Finish,0%,RUPA - RUPA,9,39
0028/PO/CD/I/2023/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,31-01-2023,21-02-2023,SOFTWARE AUTODESK,Autocad LT Comercial Aannual Subdribtion Renewal 1 tahun. No Contract : 110003462284,"1,00","1,00","7.072.072,00","7.072.072,00",Finish,0%,KOMPUTER,5,21
0028/PO/CD/I/2023/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,31-01-2023,21-02-2023,SOFTWARE AUTODESK,Autocad LT Comercial Aannual Subdribtion Renewal 1 tahun. No Contract : 110003439931,"3,00","3,00","7.072.072,00","21.216.216,00",Finish,0%,KOMPUTER,5,21
0028/PO/CD/II/2024/CIC/CI,Alvin Azizi - Tangerang,24-02-2024,06-03-2024,SPANDUK,"Bahan polyster, sablon, Uk. 1,15x8 meter, materi : harga mulai 200jutaan","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,2,11
0028/PO/CD/III/2023/CIC/CIE,RUBBY KUSUMAH - BOGOR,29-03-2023,07-04-2023,BATU MACADAM / MAKADAM,-,"7,00","7,00","300.000,00","2.100.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,9
0028/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,03-04-2024,29-04-2024,BANNER,"Bahan flexi, materi RUMAH SIAP HUNI HEMAT HINGGA 120 JT, Uk 2x3 meter,  lokasi JABABEKA - CIBARUSAH - CILEUNGSI","24,00","24,00","385.000,00","9.240.000,00",Finish,0%,MEDIA INFORMASI,1,26
0028/PO/CD/IX/2023/CIC/AIMP,ABDUL ROHMAN - BOGOR,09-09-2023,02-10-2023,KACA TEMPERED,"P : 128 cm, L : 72 cm, T : 68 cm. Tebal : 6mm. Pakai box","1,00","1,00","1.350.000,00","1.350.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,23
0028/PO/CD/XII/2023/CIC/MKESE,Ace Hardware - Cibubur,21-12-2023,21-02-2024,METERAN,"Dimensi : 2.5 cm x 7.5 meter, self locking","2,00","2,00","76.900,00","153.800,00",Finish,0%,PERALATAN KERJA LAPANGAN,2,62
0029/PO/CD/II/2023/CIC/CI,CV. Sanjaya - Bekasi,06-02-2023,07-03-2023,HANG MAP,"Cetak 1 muka, Kertas hard cartoon, Materi ""Map Legalitas, Warna: Hijau","500,00","500,00","4.200,00","2.100.000,00",Finish,0%,ALAT TULIS KANTOR,0,29
0029/PO/CD/II/2024/CIC/CI,CV. Sanjaya - Bekasi,24-02-2024,12-03-2024,BROSUR,"Pricelist Meranti, Cetak hitam putih, 1 muka, materi : kertas A4, per : 30 Okt 2023","2500,00","2500,00","200,00","500.000,00",Finish,0%,MEDIA INFORMASI,2,17
0029/PO/CD/II/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,29-02-2024,12-03-2024,POWER SUPPLY,"DC.12 V 50A, 600 watt, GR9","4,00","4,00","830.000,00","3.320.000,00",Finish,0%,LISTRIK,2,12
0029/PO/CD/III/2023/CIC/CIE,ADE ABDILLAH - BOGOR,29-03-2023,02-05-2023,PLANG NAMA JALAN,"Tinggi: 1,5 meter, tiang pipa galvanis 2,5"", rangka hollow galvanis 2×4, background ACP, tulisan sticker oracal, pedestal","5,00","5,00","1.450.000,00","7.250.000,00",Finish,0%,MEDIA INFORMASI,1,34
0029/PO/CD/IV/2024/CIC/MKES,Ace Hardware - Cibubur,04-04-2024,05-04-2024,ALAT PENGHARUM RUANGAN,"Room freshener, otomatis, dilengkapi LED, Kkapasitas: 260 ml, tenaga baterai,","3,00","3,00","249.900,00","749.700,00",Finish,0%,KEBERSIHAN,43,1
0029/PO/CD/V/2023/CIC/MKES,CV. Harapan Mandiri -Bogor,20-05-2023,05-06-2023,TEMPAT SAMPAH,"Warna hijau, kapasitas 60 liter, tiang tanam","48,00","48,00","340.000,00","16.320.000,00",Finish,0%,KEBERSIHAN,5,16
0030/PO/CD/II/2023/CIC/CI,Pinus Design - Cikarang,06-02-2023,15-02-2023,STIKER NAMA KARYAWAN,"Bahan Vynil, Sticker putih, tulisan biru, a.n Aryanto","40,00","40,00","9.000,00","360.000,00",Finish,0%,RUPA - RUPA,1,9
0030/PO/CD/II/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,24-02-2024,04-03-2024,PELINDUNG KABEL,Spiral Wrapping Band KS-12 10m/roll,"30,00","30,00","20.000,00","600.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,9
0030/PO/CD/II/2024/CIC/CIE,Toko Buku Gunung Intan - Jonggol,29-02-2024,06-03-2024,KERTAS A4,"Kertas A4, 75gr","30,00","30,00","45.000,00","1.350.000,00",Finish,0%,ALAT TULIS KANTOR,2,6
0030/PO/CD/III/2023/CIC/CIE,Global Mitra Proteksindo - Jakarta,29-03-2023,07-04-2023,REFILL APAR,Powder 3 KG,"2,00","2,00","135.000,00","270.000,00",Finish,0%,PERALATAN KEAMANAN,1,9
0030/PO/CD/III/2023/CIC/CIE,Global Mitra Proteksindo - Jakarta,29-03-2023,07-04-2023,REFILL APAR,"Powder 3, 5 KG","2,00","2,00","157.500,00","315.000,00",Finish,0%,PERALATAN KEAMANAN,1,9
0030/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,23-04-2024,06-05-2024,BANNER,"Roll Banner, bahan : flexi, materi Viola, Uk 200x80 cm","2,00","2,00","450.000,00","900.000,00",Finish,0%,MEDIA INFORMASI,4,13
0030/PO/CD/IX/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,10-09-2023,18-10-2023,AC SPLIT WALL,"Tipe 05AHQ, 1/2 PK","3,00","3,00","2.300.000,00","6.900.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,2,38
0030/PO/CD/V/2023/CIC/MKES,CV. Harapan Mandiri -Bogor,22-05-2023,05-06-2023,TEMPAT SAMPAH,"Uk. 60 Liter, warna hijau, tiang tanam","1,00","1,00","340.000,00","340.000,00",Finish,0%,KEBERSIHAN,0,14
0031/PO/CD/II/2023/CIC/CI,Toko Buku Gunung Intan - Jonggol,06-02-2023,13-02-2023,KERTAS A4,KERTAS A4 75,"75,00","75,00","45.000,00","3.375.000,00",Finish,0%,ALAT TULIS KANTOR,1,7
0031/PO/CD/II/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,26-02-2024,06-03-2024,BATERAI,"Baterai A2, isi 2 pcs","24,00","24,00","20.000,00","480.000,00",Finish,0%,PERALATAN KANTOR LAIN,3,9
0031/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,08-03-2024,20-03-2024,STIKER INFORMASI,"Bahan vynil, utk perioede April s.d Juni 2024, warna soft blue","7000,00","7000,00","2.000,00","14.000.000,00",Finish,0%,RUPA - RUPA,1,12
0031/PO/CD/IX/2023/CIC/AIMP,Alvin Azizi - Tangerang,22-09-2023,09-10-2023,SPANDUK,"Bahan: poliester, materi: rumah 500juta, Uk: 1,15x8 meter","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,1,17
0031/PO/CD/IX/2023/CIC/AIMP,Alvin Azizi - Tangerang,22-09-2023,09-10-2023,SPANDUK,"Bahan: poliester, materi: rumah 700juta, Uk: 1,15x8 meter","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,1,17
0031/PO/CD/V/2023/CIC/MKES,ADE ABDILLAH - BOGOR,25-05-2023,12-06-2023,NOMOR RUMAH / RUKO / TOKO,"Acrylic dasar hitam tulisan putih, Uk. 20x25cm, screw 4pcs","15,00","15,00","85.000,00","1.275.000,00",Finish,0%,MEDIA INFORMASI,1,18
0032/PO/CD/II/2023/CIC/CI,Pinus Design - Cikarang,06-02-2023,15-02-2023,STIKER NAMA KARYAWAN,"Bahan Vynil, Sticker putih, tulisan biru, a.n Dodi Dores","40,00","40,00","9.000,00","360.000,00",Finish,0%,RUPA - RUPA,6,9
0032/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,BENDERA PROYEK,"Bahan saten peles ,warna merah, logo ciputra, ukuran 300X180 cm","30,00","30,00","255.000,00","7.650.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0032/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,BENDERA PROYEK,"Bahan saten peles ,warna biru, logo ciputra, ukuran 300X180 cm","30,00","30,00","255.000,00","7.650.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0032/PO/CD/III/2024/CIC/CIE,Toko Buku Gunung Intan - Jonggol,08-03-2024,18-03-2024,PAPAN TULIS,Uk. 120 x 240 cm,"1,00","1,00","600.000,00","600.000,00",Finish,0%,ALAT TULIS KANTOR,1,10
0032/PO/CD/IV/2023/CIC/CIE,Bina Jaya Computer - Jakarta,04-04-2023,16-04-2023,PITA / TINTA/ TONER PRINTER,Warna hitam,"4,00","4,00","850.000,00","3.400.000,00",Finish,0%,KOMPUTER,1,12
0032/PO/CD/IV/2023/CIC/CIE,Bina Jaya Computer - Jakarta,04-04-2023,16-04-2023,PRINTER LASER JET,Tipe 107A,"2,00","2,00","1.850.000,00","3.700.000,00",Finish,0%,KOMPUTER,1,12
0032/PO/CD/V/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,28-05-2023,31-05-2023,AC SPLIT WALL,"Tipe: AH-A9ZCYN, 1 PK","1,00","1,00","2.950.000,00","2.950.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,2,3
0033/PO/CD/II/2023/CIC/CI,ADE ABDILLAH - BOGOR,09-02-2023,22-02-2023,NOMOR RUMAH / RUKO / TOKO,"Acrylic dasar hitam tulisan putih, Uk. 20x25cm, screw 4pcs","36,00","36,00","85.000,00","3.060.000,00",Finish,0%,MEDIA INFORMASI,2,13
0033/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,UMBUL UMBUL,"Ukuran 9 meter, warna merah, Bahan saten (jahit+obras), Materi: ""Logo CIC"", Ujung bola plastik","30,00","30,00","285.000,00","8.550.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0033/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,UMBUL UMBUL,"Ukuran 9 meter, warna biru, Bahan saten (jahit+obras), Materi: ""Logo CIC"", Ujung bola plastik","30,00","30,00","285.000,00","8.550.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0033/PO/CD/III/2024/CIC/CIE,SIGMA TECH - BEKASI,08-03-2024,20-03-2024,CHIP LED,"CHIP LED 30 WATT, WRN PUTIH","50,00","50,00","55.500,00","2.775.000,00",Finish,0%,LISTRIK,1,12
0033/PO/CD/III/2024/CIC/CIE,SIGMA TECH - BEKASI,08-03-2024,20-03-2024,DRIVER LAMPU LED,DRIVER LED 30 WATT,"50,00","50,00","61.050,00","3.052.500,00",Finish,0%,LISTRIK,1,12
0033/PO/CD/IX/2023/CIC/AIMP,Big Thumb - Jakarta,22-09-2023,16-10-2023,BROSUR,"Cover - dimensi tertutup 30,5x23cm, AC 230gsm, laminating doft 1/0, die cut, 4 hal. Content - dimensi tertutup 30,5x23xm, art paper 150gsm, 16 hal.","5000,00","5000,00","7.700,00","38.500.000,00",Finish,0%,MEDIA INFORMASI,1,24
0033/PO/CD/VI/2023/CIC/MKES,Pinus Design - Cikarang,15-06-2023,10-08-2023,STIKER NAMA KARYAWAN,"Bahan: Chromo, Cutting stiker, a.n Mae","20,00","20,00","9.000,00","180.000,00",Finish,0%,RUPA - RUPA,1,56
0033/PO/CD/VI/2023/CIC/MKES,Pinus Design - Cikarang,15-06-2023,10-08-2023,STIKER NAMA KARYAWAN,"Bahan: Chromo, Cutting stiker, a.n Puput","20,00","20,00","9.000,00","180.000,00",Finish,0%,RUPA - RUPA,1,56
0033/PO/CD/VI/2023/CIC/MKES,Pinus Design - Cikarang,15-06-2023,10-08-2023,STIKER NAMA KARYAWAN,"Bahan: Chromo, Cutting stiker, a.n Jelisia","20,00","20,00","9.000,00","180.000,00",Finish,0%,RUPA - RUPA,1,56
0034/PO/CD/II/2023/CIC/CI,Mitra Kantor - Jakarta,11-02-2023,14-03-2023,KURSI KERJA,"SUBARU SB 110 CR Bahan : Fabric / Oscar, Chrome Footbase,  Tilting Control, Chrome Armrest & Gaslift","1,00","1,00","1.140.000,00","1.140.000,00",Finish,0%,FURNITURE - DEKORASI,2,31
0034/PO/CD/II/2024/CIC/CI,Ace Hardware - Cibubur,29-02-2024,18-04-2024,RAMBU LALU LINTAS,"Sign acrylic yes open + sorry close, 2 sisi, Material akrilik, dimensi 17x17x0,5 cm","2,00","2,00","89.900,00","179.800,00",Finish,0%,MEDIA INFORMASI,1,49
0034/PO/CD/III/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,08-03-2024,18-03-2024,TABLET,XIAOMI REDMY TAB SE RAM 4 GB ROM 128 GB,"1,00","1,00","1.900.000,00","1.900.000,00",Finish,0%,KOMUNIKASI,0,10
0034/PO/CD/IV/2023/CIC/CIE,RUBBY KUSUMAH - BOGOR,10-04-2023,05-05-2023,BATU MACADAM / MAKADAM,-,"7,00","7,00","300.000,00","2.100.000,00",Finish,0%,MATERIAL KONSTRUKSI,5,25
0034/PO/CD/IX/2023/CIC/AIMP,Bina Jaya Computer - Jakarta,25-09-2023,16-10-2023,SOFTWARE COREL DRAW,Corel draw graphics suite 365 day - Subcription,"1,00","1,00","12.000.000,00","12.000.000,00",Finish,0%,KOMPUTER,3,21
0034/PO/CD/VII/2023/CIC/MKES,PT. PLATBOARD LUTSINDO - Bekasi,18-07-2023,10-08-2023,BILLBOARD,"Bahan. Flexi, Materi: Ruko Viola, Lokasi: Underpass hadap selatan, Uk. 17,5x2x5 meter","1,00","1,00","1.484.375,00","1.484.375,00",Finish,0%,MEDIA INFORMASI,1,23
0034/PO/CD/VII/2023/CIC/MKES,PT. PLATBOARD LUTSINDO - Bekasi,18-07-2023,10-08-2023,BILLBOARD,"Bahan. Flexi, Materi: Viola, Lokasi: bundaran FM, Uk. 10x7meter","1,00","1,00","2.075.000,00","2.075.000,00",Finish,0%,MEDIA INFORMASI,1,23
0035/PO/CD/II/2023/CIC/CI,Pinus Design - Cikarang,11-02-2023,07-03-2023,CETAKAN LAIN,"Uk A4, cetak 1 muka, cetak warna, bahan HVS 70gr","3,00","3,00","125.000,00","375.000,00",Finish,0%,RUPA - RUPA,3,24
0035/PO/CD/III/2024/CIC/CI,CV. SUKSES HUTAMA ELITE,08-03-2024,20-03-2024,PITA / TINTA/ TONER PRINTER,Toner 30A,"5,00","5,00","95.000,00","475.000,00",Finish,0%,KOMPUTER,3,12
0035/PO/CD/III/2024/CIC/CIE,CV ELMAS APARINDO - CILEUNGSI,15-03-2024,14-05-2024,REFILL APAR,"Powder, 3 Kg","3,00","3,00","120.000,00","360.000,00",Finish,0%,PERALATAN KEAMANAN,2,60
0035/PO/CD/IV/2023/CIC/CIE,TOKO GS,10-04-2023,10-05-2023,MESIN POMPA AIR,"Tipe: PS 135 E, Output: 125 watt, Input: 0.3 KW, Head: 5 | 20, Kapasitas: 28 | 10 (Liter/Min), Pipa Hisap: 1"", Pipa dorong: 1""","1,00","1,00","585.000,00","585.000,00",Finish,0%,MECHANICAL,5,30
0035/PO/CD/X/2023/CIC/AIMP,PT. PLATBOARD LUTDESINDO,03-10-2023,19-10-2023,BANNER,"Bahan flexi, banner tegak, uk. 0,6x2,9m, materi ""2 lt, 3 KT""","4,00","4,00","39.150,00","156.600,00",Finish,0%,MEDIA INFORMASI,0,16
0036/PO/CD/III/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,08-03-2024,18-04-2024,SOFTWARE ADOBE,Renewal License Software Adobe Photoshop CC VIP No. 5D1C28E8EC271BF5096A,"1,00","1,00","8.873.873,00","8.873.873,00",Finish,0%,KOMPUTER,3,41
0036/PO/CD/III/2024/CIC/CIE,"ELMAS APARINDO, CV - CIBINONG",15-03-2024,14-05-2024,REFILL APAR,"Powder, 3 Kg","4,00","4,00","120.000,00","480.000,00",Finish,0%,PERALATAN KEAMANAN,2,60
0036/PO/CD/IV/2023/CIC/CIE,TOKO MEGA PLASTIK - BOGOR,10-04-2023,18-04-2023,KANTONG SAMPAH PLASTIK,"Warna hitam, Uk. 90x120cm, 1 Pack: 7 pcs","70,00","70,00","17.000,00","1.190.000,00",Finish,0%,KEBERSIHAN,5,8
0036/PO/CD/VII/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,31-07-2023,23-10-2023,KOMPOR INDUKSI,"1 tungku, Tipe IDC-300","6,00","6,00","285.000,00","1.710.000,00",Finish,0%,PERALATAN DAPUR,1,84
0036/PO/CD/X/2023/CIC/AIMP,PT. PLATBOARD LUTSINDO - Bekasi,03-10-2023,19-10-2023,BALIHO,"Bahan flexi, uk. 9X7m, materi ""2 lt, 3 KT"", lokasi : depan patung kuda CI","1,00","1,00","1.917.500,00","1.917.500,00",Finish,0%,MEDIA INFORMASI,0,16
0037/PO/CD/II/2023/CIC/CI,Toko Buku Gunung Intan - Jonggol,21-02-2023,07-03-2023,ORDNER - ODNER,Uk : A5 (utk kwitansi),"20,00","20,00","350.000,00","7.000.000,00",Finish,0%,ALAT TULIS KANTOR,11,14
0037/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,08-03-2024,18-03-2024,POWER SUPPLY,"550 Watt, Flexible 20+4pin compliant with INTEL ATX 12V 2.2, Main power & (4+4)pin + EPS 12V connectors","1,00","1,00","550.000,00","550.000,00",Finish,0%,KOMPUTER,1,10
0037/PO/CD/III/2024/CIC/CIE,TOKO JASA TANI JONGGOL - BOGOR,15-03-2024,18-04-2024,PUPUK,Pupuk NPK mutiara grower 15-09-20+TE,"5,00","5,00","24.000,00","120.000,00",Finish,0%,PERTAMANAN,1,34
0037/PO/CD/IV/2023/CIC/CIE,Dodi Kohanta - Jonggol,10-04-2023,02-05-2023,BATU MACADAM / MAKADAM,-,"14,00","14,00","300.000,00","4.200.000,00",Finish,0%,MATERIAL KONSTRUKSI,5,22
0037/PO/CD/VII/2023/CIC/MKES,CV. Harapan Mandiri -Bogor,31-07-2023,06-09-2023,TEMPAT SAMPAH,"Warna hijau, kapasitas 60 liter, tiang tanam","17,00","17,00","340.000,00","5.780.000,00",Finish,0%,KEBERSIHAN,1,37
0038/PO/CD/III/2023/CIC/CI,Alvin Azizi - Tangerang,02-03-2023,28-03-2023,SPANDUK,"Spanduk sablon, bahan: polyester, materi: Ruko Matoa, Uk. 115x800cm","300,00","300,00","68.000,00","20.400.000,00",Finish,0%,MEDIA INFORMASI,1,26
0038/PO/CD/III/2024/CIC/CIE,Ace Hardware - Cibubur,15-03-2024,18-03-2024,WALL MOUNTED / TEMPAT TISUE DINDING,"Tissue dispenser fold white, dimensi 26x10x21cm, warna putih, material plastik","1,00","1,00","169.915,00","169.915,00",Finish,0%,SANITAIR DAN KAMAR MANDI,46,3
0038/PO/CD/III/2024/CIC/CIE,Ace Hardware - Cibubur,15-03-2024,18-03-2024,WALL MOUNTED / TEMPAT TISUE DINDING,"Paper dispenser white jumbo CD8002A, dimensi 28x13x27cm, warna putih, material plastik","2,00","2,00","212.415,00","424.830,00",Finish,0%,SANITAIR DAN KAMAR MANDI,46,3
0038/PO/CD/IV/2023/CIC/CIE,DUNIA PERAHU - JAKARTA,10-04-2023,19-04-2023,WATER TUBE / BAN RENANG,"Merk Tube'e, Uk 42'', Single, include Sablon 2 pcs (Nomor ban & Logo)","20,00","20,00","601.000,00","12.020.000,00",Finish,0%,OLAH RAGA - MUSIK - PERMAINAN,7,9
0038/PO/CD/IV/2023/CIC/CIE,DUNIA PERAHU - JAKARTA,10-04-2023,19-04-2023,WATER TUBE / BAN RENANG,"Merk Tube'e, Uk 42'', Double,  include Sablon 2 pcs (Nomor ban & Logo)","35,00","35,00","885.000,00","30.975.000,00",Finish,0%,OLAH RAGA - MUSIK - PERMAINAN,7,9
0038/PO/CD/VIII/2023/CIC/MKES,CV. Sanjaya - Bekasi,07-08-2023,21-08-2023,BROSUR,"Materi: Bukit Viola, art cartoon 260gr, laminasi doft, lipat 3","1500,00","1500,00","5.000,00","7.500.000,00",Finish,0%,MEDIA INFORMASI,1,14
0038/PO/CD/X/2023/CIC/AIMP,FEBI DAMAYANTHI -  JAKARTA,13-10-2023,11-12-2023,SEPATU LAPANGAN,"Warna coklat, tipe: KWD 205CX, Uk 42","1,00","1,00","470.000,00","470.000,00",Finish,0%,FASHION,3,59
0039/PO/CD/III/2023/CIC/CI,Pinus Design - Cikarang,05-03-2023,21-03-2023,KARTU IDENTITAS,"Wrn putih, logo kiri atas, a.n Fajar","3,00","3,00","22.000,00","66.000,00",Finish,0%,RUPA - RUPA,6,16
0039/PO/CD/III/2023/CIC/CI,Pinus Design - Cikarang,05-03-2023,21-03-2023,STIKER NAMA KARYAWAN,"Bahan vynil, wrn putih, a.n Fajar","40,00","40,00","9.000,00","360.000,00",Finish,0%,RUPA - RUPA,6,16
0039/PO/CD/III/2024/CIC/CI,TOHI - BOGOR,08-03-2024,18-03-2024,BAMBU,Panjang +/- 6 meter,"50,00","50,00","12.000,00","600.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,10
0039/PO/CD/IV/2023/CIC/CIE,CREATIVE SOLUTION - JAKARTA,10-04-2023,19-04-2023,KERTAS THERMAL,"Merk: Golden, Uk. 80x80","100,00","100,00","13.300,00","1.330.000,00",Finish,0%,ALAT TULIS KANTOR,2,9
